QN#,Date Opened,Title,Part number,Work Center,Defect Type,Serial Number,OSTR Actions Complete
40695976,3/18/2022,Bezel,0042-44649,36NPIB,FIT ISSUE,,YES
40695704,3/17/2022,Stripped screw - Chiller Cover,0022-14621,36MDPCHT,FIT ISSUE,,YES
40695644,3/17/2022,Safety Shield Detached,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,94,YES
40695572,3/17/2022,OP50 PIB SHIELD BROKE,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,38,YES
40695442,3/17/2022,Damaged Part,0042-35485,45NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40695176,3/16/2022,UPW supply tube,0051-92529,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,NA.,YES
40695167,3/16/2022,P1 Catalyst screw Heli coil damaged,0042-37592,52CMPPSB,FIT ISSUE,,YES
40694917,3/16/2022,"NSO, 0022-79895, Accidental Damage",0022-79895,34CMPKB,PART DAMAGE / COSMETIC ISSUE,222,YES
40694900,3/16/2022,"CLNR, PreClean Pad Cond.",0010-86295,34CMPFT,FUNCTIONAL FAILURE,0222-301514-SN0062,YES
40694523,3/15/2022,HCLU LDM Tubing,0051-92529,52CMPPPT,FIT ISSUE,NA.,YES
40694328,3/15/2022,POL HDX SPRAY SHIELDS,0042-37350,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40694098,3/15/2022,Lost part.,0022-30407,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40693931,3/15/2022,Heli Coil Damage,0042-21512,52CMPPSB,FIT ISSUE,,YES
40693792,3/15/2022,"F50, (0021-44940) LID COVER",0021-44940,36MDPCHB,AMAT Spec Reviewed - PART NOT TO SPEC,322,YES
40693693,3/14/2022,leak,0051-92529,52CMPPPT,LEAK,NA.,YES
40693421,3/14/2022,Cable raceways,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40693162,3/14/2022,LOG (B52 LP) DETECT INCOMPLETE PART,0240-46735,B52LOG,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40692696,3/12/2022,Slurry arm Set Screw broken,0010-89640,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40692670,3/12/2022,CLNR Center Door Hinges Missing,3390-00192,34CMPB,OTHER,SCI471319,YES
40692645,3/12/2022,Over torqued screws causing bulging,0022-79255,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40692528,3/12/2022,Wrong/extra part received.,0051-24566,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40692392,3/11/2022,POL NEB missing plugs,0042-27419,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,3921-05,YES
40692056,3/11/2022,0051-33808 x2,0051-33808,34CMPKB,FIT ISSUE,,YES
40692027,3/11/2022,bumper orings,0022-31316,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40691838,3/11/2022,Part # 0022-09339. Not to Spec,0022-09339,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,222,YES
40691733,3/10/2022,Wrong part received,0051-04872,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40690930,3/9/2022,"0022-22690, WIRE GROOVE CAP",0022-22690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40690886,3/9/2022,missing part 0022-25689 O-ring HPO,0022-25689,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40690822,3/9/2022,Joint part leak,0051-91679,52CMPPPT,LEAK,,YES
40690749,3/9/2022,Leak on joint part.,0051-90798,52CMPPPT,LEAK,,YES
40690555,3/9/2022,"TOP COVER, ARM, CATALYST, OP",0042-43703,34CMPKB,PART DAMAGE / COSMETIC ISSUE,522,YES
40690321,3/9/2022,0020-40338 rev 05 received without cover,0020-40338,33FEPINB,ASSEMBLED INCORRECTLY / WORKMANSHIP,SC1136310122-22-DE,YES
40690125,3/9/2022,Water leak,0051-90798,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,YES
40689920,3/8/2022,UPW supply DIW panel tubing leak,0051-91706,52CMPPPT,LEAK,,YES
40689827,3/8/2022,Upper Hinged Right door,0010-65670,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40689685,3/8/2022," HCLU WLDMNT, 1"" DIW FAC tubing leak",0051-91679,52CMPPPT,LEAK,,YES
40689659,3/8/2022,Exhaust  WLDMNT BB2 fitting failure,0051-04871,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI471080,YES
40689555,3/8/2022,Pass through door found dented.,0010-23918,52CMPPST,PART DAMAGE / COSMETIC ISSUE,2622-864,YES
40689431,3/8/2022,"CLNR , PC Pneumatic Valve",0010-86295,34CMPFT,FUNCTIONAL FAILURE,,YES
40689197,3/7/2022,Comb 0042-46312 Heli coil,0042-46312,36NPIB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40688765,3/7/2022,0042-24513 bracket,0042-24513,36ETCERB,PART - MISSING/WRONG PART OR QTY,,YES
40688451,3/6/2022,"MFL 0022-25690 ORING, HPO",0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40687889,3/5/2022,bad parts,0041-77748,34SMGHDS,PART DAMAGE / COSMETIC ISSUE,,YES
40687867,3/5/2022,Parts Damaged,0010-59815,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40687801,3/5/2022,Wrong part in bag,0042-44649,36NPIB,FIT ISSUE,,YES
40687462,3/4/2022,CLNR Pre-clean .5mm limit gap rework,0010-86295,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40687458,3/4/2022,CLNR Pre-clean .5mm gap limit rework,0010-81522,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40687449,3/4/2022,CLNR pre-clean .5mm limit gap,0010-86295,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40687431,3/4/2022,gas nozzle bumper orings,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40687411,3/4/2022,No Hardware to install source cover,0010-50933,36MDPCHT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40687388,3/4/2022,Cleaner shield is broken,0041-37654,34CMPFT,PART DAMAGE / COSMETIC ISSUE,222,YES
40687107,3/4/2022,0022-89220 Guard DC PWR MFL x1,0022-89220,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40686841,3/3/2022,missing part,0040-80652,36MDPWKB,PART - MISSING/WRONG PART OR QTY,,YES
40686808,3/3/2022,POL LABYRINTH BROKEN,0022-79255,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40686670,3/3/2022,0010-59818 Damaged Door,0010-59818,34CMPB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40686533,3/3/2022,703583,0010-68318,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,873,YES
40686398,3/3/2022,0022-09339  1805926   902208   0010-9284,0022-09339,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,222,YES
40685921,3/2/2022,0022-31316 O-ring nozzle bumper,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40685871,3/2/2022,POL P1 Basin Weldment Broken,0041-58108,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40685808,3/2/2022,QN VOID,0041-58109,34CMPB,OTHER,,YES
40685693,3/2/2022,Missing 32 RA,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40685659,3/2/2022,"Weldment, CLSD LDM ENCLSR",0042-30503,34CMPKB,PART DAMAGE / COSMETIC ISSUE,422-01,YES
40685627,3/2/2022,cosmetic issue,0041-92030,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,,YES
40685319,3/2/2022,heli coils are being pulled  out,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,1621-301514-SN0958,YES
40685297,3/1/2022,"FRAME LWR EXH, WITH FLANGE FOR FAC XFACE",0042-33176,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,402101,YES
40685250,3/1/2022,"0030-00374,SHIELD, SAFETY, damaged.",0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,42203,YES
40685016,3/1/2022,"CLNR, pin broken in turck block",0010-68059,34CMPFT,FUNCTIONAL FAILURE,0322-SN01256,YES
40685013,3/1/2022,CLNR 0041-35311-MFL,0041-35311,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40684911,3/1/2022,SLURRY ARM COVER DAMAGED,0042-43703,52CMPMBB,PART DAMAGE / COSMETIC ISSUE,,YES
40684801,3/1/2022,POL Pass Nebulizer,0042-27419,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,3921-07,YES
40684689,2/28/2022,POL Pass thru nebulizer,0042-27419,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,3921-02,YES
40684631,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684625,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684624,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684621,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684618,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684617,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684616,2/28/2022,LOG (B54 INB) GR WRONG PART,0041-76517,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40684554,2/28/2022,WRONG ITEM IN PACKAGE,0020-76428,32EPGMNB,PART - MISSING/WRONG PART OR QTY,N/A,YES
40684532,2/28/2022,"Cleaner- HARN ASSY, TURCK Y-ADAPTOR3 014",0010-68059,34CMPFT,PART DAMAGE / COSMETIC ISSUE,0322-SN01256,YES
40684524,2/28/2022,VOID - replaced with QN 40691733,0051-04872,34CMPB,OTHER,N/A,YES
40684509,2/28/2022,Helicoil came out,0042-40145,34CMPKB,FIT ISSUE,1621-03,YES
40684423,2/28/2022,WRONG ITEM IN PACKAGE,0020-76428,32EPGMNB,PACKAGING,N/A,YES
40684307,2/28/2022,Broken,0051-41316,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40684251,2/28/2022,Missing Raceway,0042-14139,34SMGCLR,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40684179,2/28/2022,Cracked Weldment Exhaust,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40684144,2/27/2022,0030-00612 Plastic Defect,0030-00612,52MDPCHB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40684090,2/27/2022,feed thru nut,0021-23614,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40684031,2/27/2022,PFA DIW tube broke,0051-92529,52CMPPPT,OTHER,,YES
40683930,2/27/2022,diw to hclu weldment leak,0051-92529,52CMPPPB,LEAK,,YES
40683845,2/26/2022,Source cover bracket stripped 0010-50933,0010-50933,B36LOG,FIT ISSUE,,YES
40683808,2/26/2022,POL WELDMENT BROKEN,0051-41316,34CMPB,PART DAMAGE / COSMETIC ISSUE,422-02,YES
40683770,2/27/2022,HCLU Shield crack,0041-75631,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,
40683630,2/26/2022,bumper orings,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40683621,2/26/2022,Damaged Window,0022-92930,36NPIB,PART DAMAGE / COSMETIC ISSUE,,YES
40683618,2/26/2022,bumper orings,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40683600,2/26/2022,RFID Cracked part,0022-95536,36NPIB,PART DAMAGE / COSMETIC ISSUE,,YES
40683456,2/25/2022,Lost Part,0042-33566,34CMPFT,OTHER,,YES
40683343,2/25/2022,POL WLDMNT BROKEN,0051-41316,34CMPB,PART DAMAGE / COSMETIC ISSUE,422-02,YES
40683312,2/25/2022,"0030-00374, Shield Safety Damaged.",0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40683117,2/25/2022,Missing 32RA finish,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40683109,2/25/2022,missing 32 RA 32,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40683105,2/25/2022,Missing 32 RA finish,0042-14139,31SMGCLR,FIT ISSUE,522,YES
40682991,2/25/2022," cracked weldment,",0051-04871,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI474713,YES
40682928,2/25/2022,0030-00374 Broken Safety Sheild,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40682608,2/24/2022,POL Gimbal flexure Broken,0022-04679,34CMPB,PART DAMAGE / COSMETIC ISSUE,3021-14,YES
40682591,2/24/2022,Logistics identified under-ship part,0021-84589,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40682513,2/24/2022,Part # 0041-59530... Hellicoil issue,0041-59530,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,4420,YES
40682502,2/24/2022,missing 32 RA finish,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40682500,2/24/2022,missing 32 RA,0042-14139,31SMGCLR,FIT ISSUE,522,YES
40682478,2/24/2022,missing 32 RA,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40682333,2/24/2022,Wrong part-mispick,0051-35820,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40682233,2/24/2022,Missing 32 RA finish,0042-14139,34SMGCLR,FIT ISSUE,,YES
40682186,2/24/2022,Part unable to fit,0051-39893,52CMPMPB,FIT ISSUE,72201,YES
40682184,2/24/2022,Part unable to fit,0051-39893,52CMPMPB,FIT ISSUE,722,YES
40682179,2/24/2022,missing 32 RA finish,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40682178,2/24/2022,missing 32 RA finish,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40681986,2/23/2022,LOG (B54 INB) GR SHORTAGE (DHL),0020-77581,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40681818,2/23/2022,LOG (B54 INB) GR SHORTAGE (DHL),0020-77581,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40681570,2/23/2022,Damaged,0041-77748,34SMGHDS,PART DAMAGE / COSMETIC ISSUE,301514-2821-6827,YES
40681318,2/22/2022,J2J part to 901246,0010-65659,52CMPPPT,PART - MISSING/WRONG PART OR QTY,NA.,YES
40681025,2/22/2022,LOGISTICS IDENTIFIED DAMAGE,0042-36225,SGPLOG,PART DAMAGE / COSMETIC ISSUE,,YES
40680865,2/22/2022,0041-15625 broken exhaust,0051-15625,34CMPB,PART DAMAGE / COSMETIC ISSUE,5121-09,YES
40680815,2/22/2022,scratch across raceway and recessed area,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40680810,2/22/2022,Incomplete Raceway,0042-14139,34SMGCLR,FIT ISSUE,522,YES
40680720,2/22/2022,raceway incomplete,0042-14139,31SMGCLR,FIT ISSUE,522,YES
40680665,2/22/2022,BBX Mod Cover Deep Scratch,0042-50848,34CMPB,PART DAMAGE / COSMETIC ISSUE,422,YES
40680656,2/22/2022,Housing Ports are not fully drilled.,0021-87856,34SMGHDS,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40680326,2/21/2022,failed leak test,0010-84707,34CMPB,LEAK,1621-SN0958,YES
40680256,2/21/2022,NSSC_CMP_PART DAMAGE (BROKEN),0041-54529,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40680215,2/20/2022,Fitting Elbow damaged,0042-24583,55CPGFIB,PART DAMAGE / COSMETIC ISSUE,,
40680071,2/20/2022,J2J Oring,0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40679908,2/20/2022,"LABYRINTH,PLATEN Design Issue 0022-79255",0022-79255,52CMPMBB,PART DAMAGE / COSMETIC ISSUE,,YES
40679744,2/19/2022,J2J 0022-25690,0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40679731,2/19/2022,screw won't tighten,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,1621-SN0958,YES
40679671,2/19/2022,part broken,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,32230,YES
40679596,2/18/2022,Missing part,0030-00374,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40679387,2/18/2022,Housing Ports are not fully drilled.,0021-87856,34SMGHDS,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40679243,2/18/2022,C1 HPC fingers broken from lift hoop,0042-30343,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40678899,2/18/2022,0030-00374 (x)1; Lost/ missing,0030-00374,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40678757,2/17/2022,lost,0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40678643,2/17/2022,CLNR Input Shuttle Heli Coil,0010-65524,34CMPB,FIT ISSUE,4921,YES
40678577,2/17/2022,Supplier DMR,0040-77048,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40678475,2/17/2022,no jitterbug finish,0042-14139,34SMGCLR,FIT ISSUE,301514-4220,YES
40678468,2/17/2022,missing raceway,0042-14139,34SMGCLR,FIT ISSUE,301514-1321,YES
40678438,2/17/2022,missing raceway,0042-14139,34SMGCLR,FIT ISSUE,301514-1321,YES
40678437,2/17/2022,missing raceway,0042-14139,31SMGCLR,FIT ISSUE,301514-1321,YES
40678425,2/17/2022,ACSGFIN04-XG3: 0022-32032 BUBBLE IMPRESS,0022-32032,34CMGFIB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40678311,2/17/2022,O-RING 0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40678107,2/16/2022,Wrong Quantity in Bag,0200-18107,32EPGCHB,ASSEMBLED INCORRECTLY / WORKMANSHIP,N/A,YES
40678093,2/16/2022,"0041-85154, UPPER BAFFLE, WIDE LID, SYM3",0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40677596,2/16/2022,Bracket Manifold Mount,0042-28515,34CMPKB,PART DAMAGE / COSMETIC ISSUE,3821,YES
40677594,2/16/2022,WLDMNT Joint is not good,0051-91679,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,,YES
40677467,2/16/2022,"CLNR, OUTTER WR DRIP PAN missing-MFL",0042-25417,34CMPFT,PART - MISSING/WRONG PART OR QTY,,YES
40677406,2/15/2022,Slurry Arm top cover shortage,0010-64303,52CMPPSB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40677247,2/15/2022,Logistics Identified Missing Part,0022-25690,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40677207,2/15/2022,Logistics Identified Wrong Part,0022-25690,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40677138,2/15/2022,PC Hi Sensor Intermittent Failures,0010-86295,34CMPFT,FUNCTIONAL FAILURE,4421-301514-SN0052,YES
40676982,2/15/2022,no raceway,0042-14139,34SMGCLR,FIT ISSUE,301514-1321,YES
40676952,2/15/2022,CLNR: Damaged LWR Exhaust Weldment,0042-34233,34CMPB,PART DAMAGE / COSMETIC ISSUE,103828-1921,YES
40676934,2/15/2022,incorrect surface finish,0042-14139,34SMGCLR,FIT ISSUE,3015145320,YES
40676827,2/15/2022,short,0022-27050,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40676779,2/15/2022,raceway,0042-14139,34SMGCLR,FIT ISSUE,301514-1321,YES
40676698,2/15/2022,CLNR 0051-79383 damaged part,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40676145,2/14/2022,Physical and logical mismatched,0022-95230,52CMPMFB,PART - MISSING/WRONG PART OR QTY,,YES
40676086,2/14/2022,Thread issue on drip pan,0042-39930,52CMPMPB,FIT ISSUE,,YES
40676044,2/14/2022,Wrong side,0051-04873,34CMPB,PACKAGING,322,YES
40675949,2/14/2022,Test failed,0041-79337,52CMPHDB,TEST ISSUE,422-03,YES
40675785,2/13/2022,Test failed,0022-38652,52CMPHDB,TEST ISSUE,,YES
40675549,2/12/2022,Test Failed,0041-79337,52CMPHDB,AMAT Spec Reviewed - PART NOT TO SPEC,4021-14,YES
40675449,2/12/2022,Broken Part,0042-23590,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,222,YES
40674435,2/10/2022,Screw missing,0010-60438,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,YES
40674354,2/10/2022,Safety shield on PIB damaged,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40674318,2/10/2022,Polish not correct in Pin target,0010-97558,36NPIB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40674317,2/10/2022,Polish not correct on Pin target,0010-97558,36NPIT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40674155,2/10/2022,Insulator plate has defects,0042-50003,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,301514-3721-0003,YES
40674055,2/10/2022,Helicoil came out,0042-43703,34CMPKB,PART DAMAGE / COSMETIC ISSUE,472653,YES
40673690,2/9/2022,LOGISTICS (POU DC) IDENTIFIED DAMAGE,0042-33408,B52LOG,PART DAMAGE / COSMETIC ISSUE,1127960122,YES
40673630,2/10/2022,00100-76028,0010-76028,33FEPINB,PART - MISSING/WRONG PART OR QTY,,YES
40673414,2/9/2022,Carriage front cover missing screw.,0010-60438,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40673346,2/9/2022,Missing Raceway,0042-14139,34SMGCLR,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40673332,2/9/2022,Missing Raceway,0042-14139,34SMGCLR,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40673220,2/9/2022,MISSING /LOST,0022-01098,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40673195,2/9/2022,Damaged part,0041-39098,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI470330,YES
40673178,2/9/2022,Lost part,0022-89671,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40673110,2/9/2022,0022-83732 X1 MISSING,0022-83732,33FEPINB,PART - MISSING/WRONG PART OR QTY,,YES
40672915,2/8/2022,0022-27094 Insulator Plug DMR,0022-27094,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40672720,2/8/2022,Left Mod Door won't close,0010-59820,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40672696,2/8/2022,"CLN, PN: 0042-46406 part not to spec",0042-46406,34CMPKB,FIT ISSUE,,YES
40672648,2/8/2022,"MOD 4, Brush Box 1",0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,5221-SN01238,YES
40672644,2/8/2022,Missing Raceway,0042-14139,34SMGCLR,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40672628,2/8/2022,Broken tab on cover,0020-64129,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40672456,2/8/2022,part #0042-30788. Can't Screw it in,0042-30788,34CMPKB,FIT ISSUE,2821,YES
40672387,2/8/2022,MFL (0015-10779),0015-10779,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40672384,2/8/2022,missing screw on front carriage cover,0010-60438,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40672338,2/8/2022,BB1B wafer speed,0010-84707,34CMPB,FUNCTIONAL FAILURE,,YES
40672108,2/7/2022,Logistics identified under-ship part,0042-37352,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40671864,2/7/2022,Stripped screw holes,0020-64129,36ETCCHB,FIT ISSUE,,YES
40671731,2/7/2022,Need new part-MFL,0051-79800,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40671657,2/6/2022,Missing of fitting,0010-89525,52CMPPSB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40671553,2/6/2022,Screw thread problem and missing fitting,0010-89525,52CMPPSB,FIT ISSUE,,YES
40671337,2/5/2022,CLNR AC Conduit Cover,0041-37261,34CMPB,FIT ISSUE,4321,YES
40671277,2/5/2022,Damaged Part,0022-04679,34CMPB,PART DAMAGE / COSMETIC ISSUE,4221-53,YES
40671241,2/5/2022,Logistics identified under-ship part,0042-37352,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40671003,2/4/2022,RB-IN Rear Side Cover Found Broken,0041-37653,34CMPFT,PART DAMAGE / COSMETIC ISSUE,5021,YES
40670773,2/4/2022,Broken pin stuck in turck block,0010-84707,34CMPFT,PART DAMAGE / COSMETIC ISSUE,5221-SN01232,YES
40670208,2/2/2022,Supplier DMR. Recurring issue,0040-77050,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40670085,2/2/2022,CLNR-Damaged BBX slide cover,0010-68059,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40670080,2/2/2022,Supplier DMR Recurring issue,0040-77050,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40669991,2/2/2022,QN VOIDED,0041-26867,34CMPB,OTHER,,YES
40669960,2/2/2022,CLNR-BBX slide cover damaged,0010-68059,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40669947,2/2/2022,Supplier DMR. Recurring issue,0040-77050,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40669816,2/1/2022,Incorrect Part-sup mispick,0055-03913,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40669715,2/1/2022,Supplier DMR,0040-77050,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40669628,2/1/2022,"CLNR, PreClean Hi-Hi Sensor",0010-86295,34CMPFT,FUNCTIONAL FAILURE,,YES
40669555,2/1/2022,"0030-00370, Cover, Missing",0030-00370,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,YES
40669528,2/1/2022,Logistics identified missing part,0042-37352,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40669463,2/1/2022,POL | 0015-12201 x1 | Threads damaged.,0015-12201,34CMPKB,FIT ISSUE,,YES
40669343,1/31/2022,Door can built incorrectly,0010-59820,34CMPB,FIT ISSUE,,YES
40669278,1/31/2022,CLNR Wet robot drip pan,0041-94880,34CMPCP,PART DAMAGE / COSMETIC ISSUE,,YES
40669180,1/31/2022,Spider weldment 0051-79383 Damaged,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40669177,1/31/2022,POL | 0022-51734 x1 | Thread issue.,0022-51734,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40669087,1/31/2022,0041-37291 Corner Cover,0041-37291,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI473326,YES
40669083,1/31/2022,Supplier DMR,0040-77050,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40669033,1/31/2022,Supplier DMR,0040-77050,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40668966,1/31/2022,DMR,0041-48987,34SMGFLX,PART DAMAGE / COSMETIC ISSUE,NA,YES
40668942,1/31/2022,"CLNR, BB2 Side A Rear Brush Is Offcenter",0010-84707,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40668740,1/30/2022,Damaged Part,0010-50933,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,5221,YES
40668518,1/29/2022,lost part,0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40668496,1/29/2022,damaged part,0051-15625,34CMPB,PART DAMAGE / COSMETIC ISSUE,5121-05,YES
